vulnerability_id,app_id,tool,verdict
vuln_bglmy62x,app_058,semgrep,
vuln_rw6tm2o0,app_058,sonarqube,
vuln_4k0lthy2,app_058,vusc,
vuln_5m8kb9w4,app_058,llama_plain,
vuln_uov51zlb,app_058,llama_react,
vuln_oriq8hke,app_058,qwen_plain,
vuln_226parsg,app_058,qwen_react,
vuln_70s1f537,app_058,claude_plain,
vuln_ye0qzsa7,app_058,claude_react,
vuln_yvdqbsxl,app_059,spotbugs,
vuln_ul6lgjlp,app_059,codeql,
vuln_efjawshm,app_059,semgrep,
vuln_lfzkicwm,app_059,sonarqube,
vuln_peqydbpg,app_059,vusc,
vuln_vv4zwl3z,app_059,llama_plain,
vuln_yt91qe37,app_059,llama_react,
vuln_qqyzqii4,app_059,qwen_plain,
vuln_w6ozx25q,app_059,qwen_react,
vuln_brmqg1ve,app_059,claude_plain,
vuln_d32lx2to,app_059,claude_react,
vuln_owt9nm3v,app_060,spotbugs,
vuln_2p2tixc7,app_060,codeql,
vuln_urvqt3g8,app_060,semgrep,
vuln_cd31nrxd,app_060,sonarqube,
vuln_356wafft,app_060,vusc,
vuln_ouhylu6k,app_060,llama_plain,
vuln_7p9mda9o,app_060,llama_react,
vuln_ekntbz3m,app_060,qwen_plain,
vuln_55izolnn,app_060,qwen_react,
vuln_txrgn74f,app_060,claude_plain,
vuln_9yecazrp,app_060,claude_react,
vuln_9dxoq2vp,app_061,spotbugs,
vuln_gstqmgvu,app_061,codeql,
vuln_4isotn9u,app_061,semgrep,
vuln_zeryf099,app_061,sonarqube,
vuln_2qc6dr08,app_061,vusc,
vuln_cw2lbm2q,app_061,llama_plain,
vuln_sq0p82kb,app_061,llama_react,
vuln_700ucrgb,app_061,qwen_plain,
vuln_93wkcs4k,app_061,qwen_react,
vuln_ek4aegvf,app_061,claude_plain,
vuln_q3jzr25m,app_061,claude_react,
vuln_df7fr91i,app_062,spotbugs,
vuln_pwh0mx1e,app_062,codeql,
vuln_gok01tnz,app_062,semgrep,
vuln_rf5a7qy8,app_062,sonarqube,
vuln_yb7w8p74,app_062,vusc,
vuln_mjdxo100,app_062,llama_plain,
vuln_vhmygty3,app_062,llama_react,
vuln_addqhkga,app_062,qwen_plain,
vuln_d7x48wze,app_062,qwen_react,
vuln_4ex6u86z,app_062,claude_plain,
vuln_jq7w7jp6,app_062,claude_react,
vuln_1lfc1nlc,app_063,spotbugs,
vuln_8jpr7vgr,app_063,codeql,
vuln_f1hx6zdc,app_063,semgrep,
vuln_ujq6fx7x,app_063,sonarqube,
vuln_jz6us7rp,app_063,vusc,
vuln_422ta83r,app_063,llama_plain,
vuln_u7myow8d,app_063,llama_react,
vuln_t8cq1xgb,app_063,qwen_plain,
vuln_ngz6wmdw,app_063,qwen_react,
vuln_0fgzvrct,app_063,claude_plain,
vuln_lt4q9bc2,app_063,claude_react,
vuln_be3yqy5f,app_064,spotbugs,
vuln_u7bfxq7b,app_064,codeql,
vuln_zegbl2qg,app_064,semgrep,
vuln_v3dr2h2p,app_064,sonarqube,
vuln_39yl9ue4,app_064,vusc,
vuln_21vmefoz,app_064,llama_plain,
vuln_tp7bd4w1,app_064,llama_react,
vuln_aragdx5o,app_064,qwen_plain,
vuln_31yhxso7,app_064,qwen_react,
vuln_vbgr8w2m,app_064,claude_plain,
vuln_aietdn1t,app_064,claude_react,
vuln_h1xjg2y8,app_065,spotbugs,
vuln_rgybxkpm,app_065,codeql,
vuln_21b07g2r,app_065,semgrep,
vuln_e6zvlhyl,app_065,sonarqube,
vuln_2ld05nhq,app_065,vusc,
vuln_r6f7qnez,app_065,llama_plain,
vuln_w9heyce4,app_065,llama_react,
vuln_qgm5v2ww,app_065,qwen_plain,
vuln_g84d4r9v,app_065,qwen_react,
vuln_4k00ilu6,app_065,claude_plain,
vuln_vfua9bq1,app_065,claude_react,
vuln_btr23qiu,app_066,spotbugs,
vuln_a08ekxdr,app_066,codeql,
vuln_kz40aq15,app_066,semgrep,
vuln_o2nqw4c6,app_066,sonarqube,
vuln_lbpj8t22,app_066,vusc,
vuln_c50b8y5d,app_066,llama_plain,
vuln_nwnguczh,app_066,llama_react,
vuln_9ier7u8h,app_066,qwen_plain,
vuln_0imjyjcm,app_066,qwen_react,
vuln_rsezytkw,app_066,claude_plain,
vuln_2837c6qc,app_066,claude_react,
vuln_6k8djzr5,app_067,spotbugs,
vuln_swk8temp,app_067,codeql,
vuln_xkc5i8xo,app_067,semgrep,
vuln_mxlvz4qk,app_067,sonarqube,
vuln_e2gjr81b,app_067,vusc,
vuln_mqf7zk94,app_067,llama_plain,
vuln_yxfiblej,app_067,llama_react,
vuln_gublmntf,app_067,qwen_plain,
vuln_k7orfqla,app_067,qwen_react,
vuln_09lzrk79,app_067,claude_plain,
vuln_ufu6py06,app_067,claude_react,
vuln_ftlo4qdb,app_068,spotbugs,
vuln_xvh7katq,app_068,codeql,
vuln_ydshlv76,app_068,semgrep,
vuln_mf4nnkm9,app_068,sonarqube,
vuln_5d0p92k3,app_068,vusc,
vuln_8p6fvdhr,app_068,llama_plain,
vuln_59c81do6,app_068,llama_react,
vuln_ouz1egnt,app_068,qwen_plain,
vuln_b34kuqaa,app_068,qwen_react,
vuln_j84rx6pr,app_068,claude_plain,
vuln_yiej9c0u,app_068,claude_react,
vuln_u5wryesu,app_069,spotbugs,
vuln_4fcl5efj,app_069,codeql,
vuln_p6mkt7s1,app_069,semgrep,
vuln_gd1t53yk,app_069,sonarqube,
vuln_yydu3asn,app_069,vusc,
vuln_rm6dfhg6,app_069,llama_plain,
vuln_w3stt1eq,app_069,llama_react,
vuln_c37rln36,app_069,qwen_plain,
vuln_v1mzb3i4,app_069,qwen_react,
vuln_fieecy2c,app_069,claude_plain,
vuln_11bd2sce,app_069,claude_react,
vuln_jcy127h6,app_070,spotbugs,
vuln_gmd478mf,app_070,codeql,
vuln_s0iuduah,app_070,semgrep,
vuln_gk6t9dhs,app_070,sonarqube,
vuln_znvp8gmn,app_070,vusc,
vuln_hie9ede1,app_070,llama_plain,
vuln_zublekvl,app_070,llama_react,
vuln_9ptk4gc4,app_070,qwen_plain,
vuln_ryg9rdpx,app_070,qwen_react,
vuln_dfovd79c,app_070,claude_plain,
vuln_9mv9e40k,app_070,claude_react,
vuln_zuj2xorv,app_071,spotbugs,
vuln_ork1djrw,app_071,codeql,
vuln_edbcy8ny,app_071,semgrep,
vuln_fwdc112h,app_071,sonarqube,
vuln_xrjm4t8b,app_071,vusc,
vuln_p6nlnqbu,app_071,llama_plain,
vuln_4kzrezrd,app_071,llama_react,
vuln_yxyur4so,app_071,qwen_plain,
vuln_r8wm9lbb,app_071,qwen_react,
vuln_4m0a6mdm,app_071,claude_plain,
vuln_mmxixv6c,app_071,claude_react,
vuln_kmalq5u6,app_072,spotbugs,
vuln_jzv9nou3,app_072,codeql,
vuln_dyms1mwn,app_072,semgrep,
vuln_pr424tkb,app_072,sonarqube,
vuln_9oi0d4dm,app_072,vusc,
vuln_c2rh2xk2,app_072,llama_plain,
vuln_pthowq1g,app_072,llama_react,
vuln_az5uh80q,app_072,qwen_plain,
vuln_7tw1puws,app_072,qwen_react,
vuln_nffykpl3,app_072,claude_plain,
vuln_cho3xjvo,app_072,claude_react,
vuln_egi3qupx,app_073,spotbugs,
vuln_bfej2xg4,app_073,codeql,
vuln_8ra4dv56,app_073,semgrep,
vuln_onxd70fe,app_073,sonarqube,
vuln_07s387j5,app_073,vusc,
vuln_ie3lvo0i,app_073,llama_plain,
vuln_pfg8pjvr,app_073,llama_react,
vuln_n8lpy857,app_073,qwen_plain,
vuln_nz3a8v4x,app_073,qwen_react,
vuln_7y2itl8n,app_073,claude_plain,
vuln_3e54n6o9,app_073,claude_react,
vuln_jd3ih66w,app_074,spotbugs,
vuln_51ob537q,app_074,codeql,
vuln_o4z533zs,app_074,semgrep,
vuln_mv30qabx,app_074,sonarqube,
vuln_w2eowlcf,app_074,vusc,
vuln_s8314y2l,app_074,llama_plain,
vuln_r0jy32ho,app_074,llama_react,
vuln_g585i87x,app_074,qwen_plain,
vuln_w69hzgop,app_074,qwen_react,
vuln_jdn8ezp7,app_074,claude_plain,
vuln_qyezg52k,app_074,claude_react,
vuln_re4v9kyp,app_075,spotbugs,
vuln_ofkjw6ny,app_075,codeql,
vuln_qaelyyzz,app_075,semgrep,
vuln_0jdcli69,app_075,sonarqube,
vuln_78v0bjwk,app_075,vusc,
vuln_on8uujs7,app_075,llama_plain,
vuln_5eltfebe,app_075,llama_react,
vuln_5407k5w1,app_075,qwen_plain,
vuln_jl6l91f4,app_075,qwen_react,
vuln_x2bfibjz,app_075,claude_plain,
vuln_p97bmzrr,app_075,claude_react,
vuln_45ed5ggs,app_076,spotbugs,
vuln_j6vv8suo,app_076,codeql,
vuln_c1y5ayyo,app_076,semgrep,
vuln_v84fc3xq,app_076,sonarqube,
vuln_8va8x8l0,app_076,vusc,
vuln_08uhbxlb,app_076,llama_plain,
vuln_c8nog85d,app_076,llama_react,
vuln_4f2k1xer,app_076,qwen_plain,
vuln_p3lyex3s,app_076,qwen_react,
vuln_r5rup13w,app_076,claude_plain,
vuln_ppbmqiyf,app_076,claude_react,
vuln_rwskp6rf,app_077,spotbugs,
vuln_e64skbcb,app_077,codeql,
vuln_dpdxujjc,app_077,semgrep,
vuln_sexggoc5,app_077,sonarqube,
vuln_kvqywj85,app_077,vusc,
vuln_gg0v5dta,app_077,llama_plain,
vuln_egry58vr,app_077,llama_react,
vuln_w9myyoke,app_077,qwen_plain,
vuln_aea84hxx,app_077,qwen_react,
vuln_pw2gkqra,app_077,claude_plain,
vuln_ffz8q4vh,app_077,claude_react,
vuln_u4bawz94,app_078,spotbugs,
vuln_0vtkrrvw,app_078,codeql,
vuln_y3rztplc,app_078,semgrep,
vuln_6prr7mza,app_078,sonarqube,
vuln_kgmih6mv,app_078,vusc,
vuln_4xekz83y,app_078,llama_plain,
vuln_0224wk0y,app_078,llama_react,
vuln_ehvdo9kh,app_078,qwen_plain,
vuln_ba5mf36b,app_078,qwen_react,
vuln_cpweijmm,app_078,claude_plain,
vuln_b5jfysyz,app_078,claude_react,
vuln_7pq4ddv2,app_079,spotbugs,
vuln_83bdw56f,app_079,codeql,
vuln_kps0dxme,app_079,semgrep,
vuln_4po1i3ms,app_079,sonarqube,
vuln_dn1mxf1p,app_079,vusc,
vuln_i2ooq42n,app_079,llama_plain,
vuln_bfa37dl9,app_079,llama_react,
vuln_fc1xx6cw,app_079,qwen_plain,
vuln_zxskoytk,app_079,qwen_react,
vuln_06akt7zq,app_079,claude_plain,
vuln_ht2xz52o,app_079,claude_react,
vuln_hkbm00e9,app_080,spotbugs,
vuln_kdts1fb2,app_080,codeql,
vuln_vi109dcn,app_080,semgrep,
vuln_wmbxek0q,app_080,sonarqube,
vuln_929u6wtv,app_080,vusc,
vuln_mk2zyzsi,app_080,llama_plain,
vuln_lu3ndz3c,app_080,llama_react,
vuln_c5rqnsvs,app_080,qwen_plain,
vuln_ojrpp7r9,app_080,qwen_react,
vuln_3fezez5e,app_080,claude_plain,
vuln_hr07n8vo,app_080,claude_react,
vuln_eubfn9kr,app_081,spotbugs,
vuln_2fvb66h3,app_081,codeql,
vuln_rem5puu6,app_081,semgrep,
vuln_2rzv1sqq,app_081,sonarqube,
vuln_q5l2xoio,app_081,vusc,
vuln_t860x5zu,app_081,llama_plain,
vuln_2zueugwu,app_081,llama_react,
vuln_bugr6e7g,app_081,qwen_plain,
vuln_a2iz5p3v,app_081,qwen_react,
vuln_ob5apo4l,app_081,claude_plain,
vuln_jedgfjdl,app_081,claude_react,
vuln_ogwlacol,app_082,spotbugs,
vuln_oln3eh1v,app_082,codeql,
vuln_r1necqor,app_082,semgrep,
vuln_oi5j8yit,app_082,sonarqube,
vuln_2kodwh8n,app_082,vusc,
vuln_92tp6qaq,app_082,llama_plain,
vuln_3k8a7rv4,app_082,llama_react,
vuln_nmwvsb0u,app_082,qwen_plain,
vuln_koefukpv,app_082,qwen_react,
vuln_8lymj1qi,app_082,claude_plain,
vuln_9mqvayxa,app_082,claude_react,
vuln_r6yo6z1t,app_083,spotbugs,
vuln_2xcb3yym,app_083,codeql,
vuln_33mg1zaq,app_083,semgrep,
vuln_7qhak7md,app_083,sonarqube,
vuln_wkzirnk6,app_083,vusc,
vuln_zhh3o5ur,app_083,llama_plain,
vuln_txuyucec,app_083,llama_react,
vuln_juis2gy9,app_083,qwen_plain,
vuln_ytjuq7x7,app_083,qwen_react,
vuln_b7p9jyqn,app_083,claude_plain,
vuln_15ikpqah,app_083,claude_react,
vuln_cua09pci,app_084,spotbugs,
vuln_flwdr3vw,app_084,codeql,
vuln_mjdimbm2,app_084,semgrep,
vuln_71w1wudc,app_084,sonarqube,
vuln_bl4ce7pk,app_084,vusc,
vuln_wcyuknd1,app_084,llama_plain,
vuln_ivxan25w,app_084,llama_react,
vuln_m72qlgdv,app_084,qwen_plain,
vuln_c2guwjp0,app_084,qwen_react,
vuln_qi2clp81,app_084,claude_plain,
vuln_l51flmna,app_084,claude_react,
vuln_vycs44ph,app_085,spotbugs,
vuln_h62myz9v,app_085,codeql,
vuln_lu8wpfq2,app_085,semgrep,
vuln_bhaiiwi0,app_085,sonarqube,
vuln_8l0hg9nc,app_085,vusc,
vuln_bekgv1bb,app_085,llama_plain,
vuln_hg5zmtga,app_085,llama_react,
vuln_46ayn2d7,app_085,qwen_plain,
vuln_ki3x7995,app_085,qwen_react,
vuln_5cf72gnn,app_085,claude_plain,
vuln_v9ibwgt2,app_085,claude_react,
vuln_lb25485h,app_086,spotbugs,
vuln_cqxcs1xs,app_086,codeql,
vuln_rqlnzzrj,app_086,semgrep,
vuln_o7vbhh5o,app_086,sonarqube,
vuln_l5u7nted,app_086,vusc,
vuln_qmvqwpqo,app_086,llama_plain,
vuln_2lngixmc,app_086,llama_react,
vuln_4sx27dcb,app_086,qwen_plain,
vuln_hhlk3yjz,app_086,qwen_react,
vuln_99106ak3,app_086,claude_plain,
vuln_2oouxqs1,app_086,claude_react,
vuln_foi0rs21,app_087,spotbugs,
vuln_0q2lg1zh,app_087,codeql,
vuln_qunue7a3,app_087,semgrep,
vuln_4mpyo2tl,app_087,sonarqube,
vuln_a27f8lwv,app_087,vusc,
vuln_v59hotgd,app_087,llama_plain,
vuln_uq6ddtby,app_087,llama_react,
vuln_rgc8kixc,app_087,qwen_plain,
vuln_csg4ofdt,app_087,qwen_react,
vuln_rc85ehpz,app_087,claude_plain,
vuln_rv7vsyja,app_087,claude_react,
vuln_fco3s65q,app_088,spotbugs,
vuln_u0k5qzzk,app_088,codeql,
vuln_w3gi60q6,app_088,semgrep,
vuln_guo8i5jw,app_088,sonarqube,
vuln_k6z0hr9t,app_088,vusc,
vuln_9cd1lqjs,app_088,llama_plain,
vuln_qcz0n04o,app_088,llama_react,
vuln_ae7l0rct,app_088,qwen_plain,
vuln_i8f34gad,app_088,qwen_react,
vuln_ktoc1yfm,app_088,claude_plain,
vuln_hbyhz43x,app_088,claude_react,
vuln_z6olba11,app_089,spotbugs,
vuln_7nidp9mg,app_089,codeql,
vuln_yh523ggo,app_089,semgrep,
vuln_dlught7e,app_089,sonarqube,
vuln_hmgoloqc,app_089,vusc,
vuln_3xnchkv9,app_089,llama_plain,
vuln_dt94g8v9,app_089,llama_react,
vuln_zy9ylw5l,app_089,qwen_plain,
vuln_4rmvvnxi,app_089,qwen_react,
vuln_v9iw6l01,app_089,claude_plain,
vuln_wcnkfhb7,app_089,claude_react,
vuln_v80lkx1s,app_090,spotbugs,
vuln_9xka4lit,app_090,codeql,
vuln_6xiyzvnl,app_090,semgrep,
vuln_pa5cgwfh,app_090,sonarqube,
vuln_dv37ic0l,app_090,vusc,
vuln_zigikqwj,app_090,llama_plain,
vuln_2c9ogps0,app_090,llama_react,
vuln_132an417,app_090,qwen_plain,
vuln_vf0jqqnv,app_090,qwen_react,
vuln_ceqfgas0,app_090,claude_plain,
vuln_r778nrxv,app_090,claude_react,
vuln_ob7nugpj,app_091,spotbugs,
vuln_60sryzx7,app_091,codeql,
vuln_0ib3wyzx,app_091,semgrep,
vuln_jqyjv84a,app_091,sonarqube,
vuln_1x7ov6sg,app_091,vusc,
vuln_p3jk8xnl,app_091,llama_plain,
vuln_o50dw1mf,app_091,llama_react,
vuln_07ol93ac,app_091,qwen_plain,
vuln_zsx0gnzh,app_091,qwen_react,
vuln_g8q3gcg1,app_091,claude_plain,
vuln_j6oww5fk,app_091,claude_react,
vuln_njmvrydc,app_092,spotbugs,
vuln_1au9dsav,app_092,codeql,
vuln_917rmpn6,app_092,semgrep,
vuln_937xncml,app_092,sonarqube,
vuln_dqz05ev5,app_092,vusc,
vuln_kz3nwxro,app_092,llama_plain,
vuln_g983amb3,app_092,llama_react,
vuln_lpvowcp7,app_092,qwen_plain,
vuln_79460khf,app_092,qwen_react,
vuln_su4se2ky,app_092,claude_plain,
vuln_t5gqexih,app_092,claude_react,
vuln_1xdpzf76,app_093,spotbugs,
vuln_1hjr6eet,app_093,codeql,
vuln_0dy571vx,app_093,semgrep,
vuln_nz0nxu43,app_093,sonarqube,
vuln_iedd070e,app_093,vusc,
vuln_n48uact4,app_093,llama_plain,
vuln_9lny2svh,app_093,llama_react,
vuln_otqf74rq,app_093,qwen_plain,
vuln_vfx2zvl9,app_093,qwen_react,
vuln_e9zr3rzn,app_093,claude_plain,
vuln_9l3h03zb,app_093,claude_react,
vuln_5gro9x49,app_094,spotbugs,
vuln_tmy91otk,app_094,codeql,
vuln_zh4oe1u2,app_094,semgrep,
vuln_4zqfezkf,app_094,sonarqube,
vuln_h00a0uy9,app_094,vusc,
vuln_f8p47d9g,app_094,llama_plain,
vuln_b9xv8wob,app_094,llama_react,
vuln_iry8xny2,app_094,qwen_plain,
vuln_x15xjxne,app_094,qwen_react,
vuln_crysauuj,app_094,claude_plain,
vuln_02grxpud,app_094,claude_react,
vuln_c62g3aut,app_095,spotbugs,
vuln_3rsvz2e1,app_095,codeql,
vuln_86gvgt2e,app_095,semgrep,
vuln_ehfu4b9s,app_095,sonarqube,
vuln_ntp8ak8s,app_095,vusc,
vuln_2xquzs9m,app_095,llama_plain,
vuln_thd3igk3,app_095,llama_react,
vuln_8vhmewcj,app_095,qwen_plain,
vuln_n6ocjpzt,app_095,qwen_react,
vuln_c09zgnx3,app_095,claude_plain,
vuln_vpf9pavc,app_095,claude_react,
vuln_edtcxnmj,app_096,spotbugs,
vuln_5ian8nd7,app_096,codeql,
vuln_g0l3rtz5,app_096,semgrep,
vuln_tv6g8om0,app_096,sonarqube,
vuln_8tv4reas,app_096,vusc,
vuln_fen0b09z,app_096,llama_plain,
vuln_ivzg92sj,app_096,llama_react,
vuln_p753k48o,app_096,qwen_plain,
vuln_ldc08fc0,app_096,qwen_react,
vuln_tr58ps0r,app_096,claude_plain,
vuln_s95zow60,app_096,claude_react,
vuln_zz0i0835,app_097,spotbugs,
vuln_tvv8y5si,app_097,codeql,
vuln_c4s8pnne,app_097,semgrep,
vuln_6it1ekkh,app_097,sonarqube,
vuln_0uhk7x3b,app_097,vusc,
vuln_qwrmwlma,app_097,llama_plain,
vuln_6gmdrdsf,app_097,llama_react,
vuln_erfxiokp,app_097,qwen_plain,
vuln_g3dp4fmp,app_097,qwen_react,
vuln_m5hgbo06,app_097,claude_plain,
vuln_fhrxjpt2,app_097,claude_react,
vuln_zl15s74n,app_098,spotbugs,
vuln_ddafs1iy,app_098,codeql,
vuln_m90pkr1i,app_098,semgrep,
vuln_fsi159i3,app_098,sonarqube,
vuln_hz3zsg9v,app_098,vusc,
vuln_wieb97pw,app_098,llama_plain,
vuln_dbolwimr,app_098,llama_react,
vuln_sxkjkmpl,app_098,qwen_plain,
vuln_bbb0hq6d,app_098,qwen_react,
vuln_g8nkdat5,app_098,claude_plain,
vuln_l0n2tnxh,app_098,claude_react,
vuln_n5e0ev6x,app_099,spotbugs,
vuln_gz7ctm09,app_099,codeql,
vuln_hzbgtj54,app_099,semgrep,
vuln_696qz6cp,app_099,sonarqube,
vuln_7savzebu,app_099,vusc,
vuln_2y0oy58f,app_099,llama_plain,
vuln_1n2ojgfh,app_099,llama_react,
vuln_z52qzskh,app_099,qwen_plain,
vuln_ztgbibf5,app_099,qwen_react,
vuln_7j2xi3ta,app_099,claude_plain,
vuln_mvncztzo,app_099,claude_react,
vuln_wlc33h8g,app_100,spotbugs,
vuln_8t922d0n,app_100,codeql,
vuln_x5wt3hju,app_100,semgrep,
vuln_31fi0n6d,app_100,sonarqube,
vuln_gg5gr0xa,app_100,vusc,
vuln_fgovcci6,app_100,llama_plain,
vuln_8ds03vna,app_100,llama_react,
vuln_31xbidfw,app_100,qwen_plain,
vuln_a88d0mzh,app_100,qwen_react,
vuln_rupflfcy,app_100,claude_plain,
vuln_we3dks4f,app_100,claude_react,
